B,G,R
153,151,181
99,103,115
138,138,168
115,114,118
139,142,158
148,150,162
178,188,216
164,165,200
170,170,200
152,155,184
151,152,166
163,166,195
69,67,73
163,172,196
89,96,118
148,151,180
163,157,176
149,154,176
91,92,100
101,101,111
144,146,164
151,153,171
191,195,220
112,109,118
185,186,213
146,152,165
187,189,214
156,166,181
162,168,188
188,188,211
193,193,218
123,127,126
149,156,172
142,141,162
130,129,142
174,170,183
182,182,212
190,193,215
187,186,213
107,112,134
140,146,159
155,156,170
173,184,208
158,157,170
147,149,167
150,152,177
164,166,191
181,177,207
179,175,211
162,159,193
150,146,174
188,182,210
96,95,108
174,179,208
97,99,103
192,192,215
164,165,199
143,144,165
146,127,170
148,151,173
138,142,167
144,150,162
143,148,157
135,144,161
152,151,165
140,141,168
165,165,190
199,195,218
111,110,137
167,167,198
146,155,172
177,176,210
157,166,183
164,170,196
105,101,114
90,87,96
142,141,155
127,133,145
173,183,211
75,73,79
125,130,152
182,184,209
143,139,161
187,187,212
160,160,190
127,126,139
152,148,171
148,158,173
132,138,145
122,131,142
162,165,181
163,167,193
168,165,184
152,158,178
78,79,87
158,157,191
71,74,82
153,148,174
166,166,197
159,160,194
181,182,209
142,150,170
127,129,139
180,183,205
132,136,148
137,139,151
167,167,198
119,122,143
118,124,131
145,145,155
165,156,176
167,169,187
103,105,115
168,180,208
174,174,199
180,179,213
148,154,167
139,145,158
116,107,144
173,172,199
166,166,204
165,166,200
160,171,190
145,151,163
143,147,159
190,192,217
175,178,200
176,176,206
167,180,205
152,148,176
163,163,193
144,143,157
195,192,218
162,167,189
167,168,195
192,188,211
150,150,180
85,89,94
149,152,181
126,124,154
166,166,197
143,142,169
190,190,213
193,197,222
191,194,216
132,138,158
191,196,218
176,182,208
191,195,220
178,177,204
166,166,183
145,154,171
167,177,205
184,182,212
205,196,216
158,158,188
128,134,133
134,133,146
194,196,221
187,196,220
150,154,172
160,167,184
184,183,217
135,142,159
177,180,201
179,178,205
189,188,215
140,144,149
135,139,144
104,107,121
157,161,179
160,158,188
165,166,200
127,124,133
163,164,199
153,155,173
122,122,145
104,104,105
175,179,210
171,170,197
186,182,204
121,123,141
176,186,214
148,149,176
190,190,215
149,156,172
196,193,219
122,123,131
190,190,213
165,165,190
120,122,132
192,192,222
131,131,141
166,166,197
124,124,147
189,190,217
187,189,214
190,189,216
182,177,216
167,165,195
129,134,150
57,58,85
187,187,217
138,141,155
151,154,170
170,170,200
110,110,135
164,177,202
153,160,177
152,152,177
160,163,179
66,60,65
129,129,146
111,113,123
153,156,185
148,151,167
159,163,188
146,144,167
145,155,176
151,158,174
145,155,170
124,123,136
96,97,118
149,159,174
141,143,153
189,189,212
174,172,202
140,148,161
63,60,69
91,72,130
181,181,212
88,89,110
155,159,177
159,161,179
153,159,185
145,150,166
186,194,220
131,138,154
162,166,192
157,160,189
123,130,146
135,131,153
107,110,124
146,156,171
90,89,93
137,141,159
157,158,179
160,160,177
181,179,202
126,133,142
125,125,135
148,151,172
173,176,198
158,165,187
148,152,178
182,179,211
86,84,90
145,152,168
177,184,206
97,80,125
135,142,151
149,150,177
168,176,204
138,138,163
123,125,143
139,138,151
149,156,173
137,141,146
154,154,184
144,152,178
130,125,140
149,152,166
119,125,145
147,123,169
164,167,189
175,178,200
130,135,144
167,163,191
150,150,173
61,62,83
152,155,176
157,165,185
190,196,222
125,119,137
106,111,114
185,183,213
171,170,189
117,120,141
116,118,122
152,152,182
190,190,215
171,183,211
179,183,209
191,195,221
193,189,211
179,177,207
163,166,187
175,175,198
146,152,165
149,150,171
148,151,95
150,149,162
98,106,132
189,188,207
142,146,172
153,151,168
158,160,164
185,185,215
65,61,61
152,151,172
171,168,208
121,117,130
154,151,177
161,164,193
108,111,119
192,188,211
138,140,158
133,139,152
195,200,222
163,170,89
155,162,184
148,159,183
149,149,174
144,142,148
108,97,141
143,153,168
170,169,188
190,194,219
154,157,178
188,185,211
183,191,217
181,181,206
132,133,141
124,104,151
158,155,181
174,183,213
140,138,155
176,176,193
127,117,157
84,86,91
185,184,218
165,165,195
176,176,206
122,101,157
149,149,166
149,152,181
132,135,143
182,182,212
130,121,158
150,153,167
147,157,178
194,190,213
101,100,113
153,157,190
160,165,181
192,197,219
164,167,188
162,173,192
169,168,202
192,192,223
133,143,158
123,134,153
185,184,218
188,186,203
195,192,218
119,122,123
108,106,142
163,171,199
144,151,167
154,159,181
164,167,196
175,175,206
172,170,193
127,135,148
118,117,130
138,140,152
160,160,185
185,185,216
195,192,218
132,141,145
172,173,194
176,177,198
111,110,131
134,139,71
128,124,137
169,182,207
126,131,147
170,178,206
156,155,169
131,133,158
178,183,212
129,131,149
152,160,180
186,182,212
136,134,140
172,168,191
152,159,175
184,182,212
184,184,214
135,139,157
180,191,216
179,174,189
189,188,215
188,188,213
63,63,64
150,150,173
145,146,173
103,111,75
178,172,207
75,79,84
145,152,168
142,143,157
150,153,169
129,134,143
189,194,216
142,147,79
146,155,172
124,126,144
163,163,201
144,146,158
119,122,130
146,148,166
138,141,163
192,196,222
159,160,194
167,166,200
139,144,153
185,185,215
199,190,218
113,113,143
169,179,200
168,171,192
164,172,198
165,165,182
181,183,214
144,149,165
181,183,208
98,98,108
104,103,116
170,177,194
91,93,105
137,136,157
85,91,103
168,168,191
170,170,200
106,108,118
146,155,172
136,139,153
137,143,150
160,172,200
175,173,203
195,195,218
161,161,184
141,142,176
142,144,156
160,167,191
160,163,179
135,135,152
173,170,196
165,177,205
148,155,172
183,181,211
166,176,204
92,94,104
126,136,151
114,119,122
127,132,77
106,107,121
196,198,223
192,195,217
134,141,157
161,165,183
160,162,193
160,168,196
191,188,214
195,199,224
183,179,207
172,175,204
109,106,116
187,187,217
189,189,212
146,145,164
130,110,164
157,158,185
154,158,184
181,181,211
158,158,183
145,148,162
146,142,170
173,172,199
155,159,171
173,173,204
169,167,197
199,195,218
118,122,140
174,173,200
159,161,179
178,177,204
121,123,128
165,167,185
140,142,154
130,131,145
151,156,172
100,102,133
159,160,194
165,158,197
189,185,208
155,158,187
108,115,132
119,125,138
161,160,194
110,113,121
195,192,218
193,192,219
86,86,103
185,183,219
120,124,136
191,189,212
186,186,217
114,112,135
152,153,174
188,184,207
97,93,115
145,154,171
110,112,116
183,183,213
143,149,162
119,121,133
161,161,186
109,112,126
147,154,176
181,182,209
111,118,142
191,191,214
76,79,95
168,171,187
188,193,222
109,112,120
89,87,93
135,137,149
148,153,169
152,154,172
155,151,179
165,157,198
134,137,153
143,154,171
146,151,160
137,140,161
145,150,166
163,166,182
169,173,199
93,97,122
158,166,192
165,172,194
134,144,159
144,153,170
173,173,203
184,192,218
152,161,178
121,123,135
130,136,143
120,125,126
118,99,150
138,142,167
177,187,215
169,167,197
181,189,215
129,131,141
147,146,159
159,163,181
192,193,220
152,148,171
150,154,74
181,179,209
154,154,179
120,124,142
155,155,185
143,141,171
178,174,202
166,172,198
175,174,193
106,110,128
160,160,191
136,139,147
182,178,206
106,103,112
186,186,216
153,156,170
141,150,167
164,164,194
163,163,193
130,133,141
180,173,212
202,195,217
186,186,216
159,163,189
165,167,198
128,134,154
187,191,217
149,131,172
119,124,125
131,129,152
131,130,149
155,150,176
183,193,221
176,176,201
126,132,144
97,97,98
142,142,159
188,190,215
155,156,170
161,164,180
163,170,187
134,136,146
128,107,163
188,182,210
146,148,166
173,174,201
139,143,155
171,170,197
192,197,219
141,145,170
154,153,174
151,159,179
144,143,170
187,186,213
152,154,172
156,161,183
152,153,174
139,144,166
141,146,162
151,151,181
193,198,220
186,186,217
121,127,134
144,147,169
157,160,189
192,197,219
188,187,208
195,195,220
185,184,203
87,77,118
148,154,180
141,150,167
188,189,216
146,156,171
125,125,142
140,150,165
148,148,171
143,155,176
155,162,192
153,156,177
115,117,112
144,150,176
128,135,152
66,69,91
179,178,205
127,130,138
187,187,212
133,129,151
102,102,119
124,131,148
161,172,197
160,160,185
112,118,131
187,195,221
164,164,181
160,164,190
137,139,149
98,93,95
168,163,178
188,192,218
137,137,160
145,149,174
154,152,175
119,99,153
164,165,192
162,161,180
146,156,177
175,175,205
108,105,114
152,156,182
179,185,211
103,117,112
170,175,204
188,185,211
94,100,112
175,176,211
149,155,181
139,138,157
181,181,212
130,132,142
139,144,160
139,138,157
189,192,214
86,92,112
133,133,143
132,129,138
188,194,220
161,161,192
154,161,183
158,162,180
168,170,188
172,174,199
171,167,180
172,171,198
112,106,124
179,175,211
130,134,160
192,191,218
164,168,194
197,195,218
161,163,181
176,176,201
108,110,128
165,168,184
185,185,215
144,152,165
127,129,147
184,181,213
186,183,209
149,152,168
192,193,220
126,128,132
80,83,84
139,135,158
191,189,212
183,186,215
107,111,116
121,122,130
89,88,92
190,184,219
144,152,165
110,104,122
151,155,181
172,173,200
57,54,56
196,198,223
156,157,184
137,139,151
98,97,110
145,152,168
188,181,212
166,165,186
130,129,150
178,176,199
164,164,194
149,156,172
97,105,131
142,140,163
162,174,202
119,125,117
188,179,206
179,173,208
124,127,141
149,155,181
184,183,210
144,147,161
144,146,158
171,171,196
185,190,219
188,187,214
176,175,202
160,167,191
131,133,145
144,145,172
142,145,166
163,162,189
148,152,170
171,170,197
128,134,146
172,165,187
152,153,174
127,129,134
189,186,220
170,167,206
170,173,202
187,188,215
188,190,215
126,129,145
150,153,167
141,144,158
106,115,139
165,166,200
145,147,165
152,156,168
160,166,192
107,111,116
192,192,215
78,65,115
174,171,210
167,175,203
135,139,157
81,81,82
134,130,143
147,151,176
180,176,199
171,183,211
131,137,144
137,139,151
78,75,84
157,157,180
165,168,189
89,90,111
139,146,162
165,164,198
75,72,81
108,111,127
